column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,label,writers,directors
802,tt0052997,The League of Gentlemen,The League of Gentlemen,1960,\N,116,4394.0,true,"nm0092675,nm0285302",
804,tt0053039,Thé Fácts ớf Múrdér,Un maledetto imbroglio,1959,\N,115,1204.0,true,"nm0316251,nm0208086,nm0314584,nm0300516",
806,tt0053065,Middle of the Night,Middle of the Night,1959,\N,118,1232.0,true,nm0154665,
822,tt0053390,Floating Weeds,Ukikusa,1959,\N,119,7756.0,true,"nm0654868,nm0633792,nm0407456",
852,tt0054067,Black Sunday,,1960,\N,87,14926.0,true,"nm0208086,nm0004531,nm0324690,nm0383318,nm0000878,nm0181753,nm0210796",
870,tt0054357,Swiss Family Robinson,,1960,\N,126,15495.0,true,"nm0370328,nm0944146",
887,tt0054743,The Children's Hour,The Children's Hour,1961,\N,108,15863.0,true,"nm0375484,nm0371088",
889,tt0054749,Two Women,,1960,\N,101,10542.0,true,"nm0603179,nm0953790,nm0001120",
891,tt0054847,El Cid,El Cid,1961,\N,182,13801.0,true,"nm0290931,nm0948634,nm0059553",
893,tt0054949,War of the Buttons,,1962,\N,90,2543.0,true,"nm0673681,nm0102030,nm0002216",
894,tt0054997,The Hustler,The Hustler,1961,\N,134,79893.0,true,"nm0140987,nm0744035,nm0856677",
921,tt0055747,Love at Twenty,,1962,\N,120,2298.0,true,"nm0410982,nm0649096,nm0744022,nm0760434,nm0824046,nm0000076",
933,tt0055998,Freud,Freud,\N,1962,140,2755.0,true,"nm0442105,nm0718140,nm0765683",
937,tt0056058,Hara-Kiri,,1962,\N,133,50633.0,true,"nm0847668,nm0368074",
946,tt0056197,The Longest Day,The Longest Day,1962,\N,178,,true,"nm0752485,nm0308900,nm0428296,nm0700950,nm0781250",
952,tt0056327,Pale Flower,,1964,\N,96,3520.0,true,"nm0410982,nm0044709,nm0793983",
955,tt0056415,Ring ớf Térrớr,Ring of Terror,1961,\N,71,,false,"nm0799457,nm5357031",
967,tt0056930,A Child Is Waiting,,\N,1963,102,2842.0,true,nm0542631,
1018,tt0058275,Lemonade Joe,,1964,\N,95,2738.0,true,"nm0513792,nm0106404",
1029,tt0058458,The Soft Skin,La peau douce,1964,\N,113,7415.0,true,"nm0000076,nm0723827",
1053,tt0059199,Fránkénstéin Mééts thé Spácémớnstér,,1965,\N,79,1578.0,false,"nm0226843,nm0308118,nm0734573",
1054,tt0059205,Frankenstein vs. Baragon,Furankenshutain tai chitei kaijû Baragon,1965,\N,90,2083.0,false,"nm0073399,nm0454119,nm0524188,nm0782883,nm0791217,nm0812257",
1061,tt0059377,Lady L,,1965,\N,117,1104.0,false,"nm0308900,nm0001811",
1063,tt0059417,The Holy Man,Mahapurush,1965,\N,65,1338.0,true,"nm0060613,nm0006249",
1065,tt0059496,The Nanny,The Nanny,1965,\N,91,5995.0,true,"nm0762727,nm0595217",
1070,tt0059578,Fớr á Féw Dớllárs Mớré,Per qualche dollaro in più,1965,\N,132,246060.0,true,"nm0001466,nm0607694,nm0898812,nm0006872,nm0217258,nm0223964",
1075,tt0059715,Stớry ớf á Prớstitúté,,1965,\N,96,1377.0,true,"nm0847244,nm0848795",
1078,tt0059812,Thé Cớrpớrál ánd Ớthérs,,1965,\N,111,2345.0,true,nm0229732,
1091,tt0060188,The Brides of Fu Manchu,The Brides of Fu Manchu,1966,\N,94,1233.0,false,"nm0737544,nm0869935,nm0789033",
1097,tt0060457,The Ghost in the Invisible Bikini,,1966,\N,82,1191.0,false,"nm0382384,nm0880493",
1100,tt0060543,Intimate Lighting,Intimní osvetlení,1965,\N,71,1443.0,true,"nm0660522,nm0664852,nm0765859",
1101,tt0060545,I Knew Her Well,,1965,\N,115,2475.0,true,"nm0682881,nm0531431,nm0778633",
1104,tt0060584,"Kidnapping, Caucasian Style","Kavkazskaya plennitsa, ili Novye priklyucheniya Shurika",\N,1967,82,11650.0,true,"nm0301145,nm0467548,nm0806099",
1131,tt0061407,The Taming of The Shrew,,1967,\N,122,,true,"nm0000636,nm0214989,nm0147599,nm0001874",
1133,tt0061452,Casino Royale,Casino Royale,1967,\N,131,29230.0,false,"nm0542554,nm0492339,nm0768476,nm0001220,nm0000095,nm0000634,nm0000697,nm0346436,nm0372942,nm0375342,nm0816143",
1134,tt0061456,Catalina Caper,Catalina Caper,1967,\N,84,2046.0,false,"nm0912086,nm2844806",
1159,tt0061796,Hurry Sundown,Hurry Sundown,1967,\N,146,1202.0,false,"nm0285210,nm1055497,nm1055498,nm0752873",
1167,tt0062006,The Mummy's Shroud,The Mummy's Shroud,1967,\N,90,2005.0,false,"nm0319241,nm0385573",
1171,tt0062138,Point Blank,Point Blank,1967,\N,92,20251.0,true,"nm0414317,nm0627897,nm0627906,nm0922799",
1176,tt0062235,Thé Tớrtúré Chámbér ớf Dr. Sádism,,1967,\N,84,1779.0,false,"nm0477814,nm0000590",
1192,tt0062776,Candy,,1968,\N,124,3082.0,false,"nm0377750,nm0816143,nm1014991",
1194,tt0062844,Cústér ớf thé Wést,,1967,\N,140,1420.0,false,"nm0330024,nm0956571",
1195,tt0062898,Doctor Faustus,,1967,\N,93,1072.0,false,"nm0549265,nm0169065,nm0542554",
1209,tt0063218,Signs of Life,,1968,\N,90,2116.0,true,"nm0001348,nm0901894",
1215,tt0063371,A Report on the Party and Guests,,1966,\N,71,1540.0,true,"nm0472695,nm0625866",
1222,tt0063501,The Big Gundown,,1966,\N,110,5988.0,true,"nm0758357,nm0603024,nm0006872,nm0813177",
1240,tt0064147,Jackal of Nahueltoro,El Chacal de Nahueltoro,\N,1969,95,1009.0,true,"nm10113413,nm0514493,nm10113409,nm10113414",
1247,tt0064338,The Castle of Fu Manchu,,\N,1969,92,2080.0,false,"nm0049621,nm0058600,nm0356422,nm0737544,nm0869935",
1248,tt0064356,The Cow,Gaav,1969,\N,104,6921.0,true,"nm0576529,nm0755698",
1251,tt0064393,The Green Slime,,1968,\N,90,3534.0,false,"nm0717999,nm0801586,nm0277730,nm1318202",
1264,tt0064866,Burn!,Queimada,1969,\N,132,5065.0,true,"nm0758357,nm0035208,nm0690597,nm1803171",
1272,tt0065168,Thé Núdé Vámpiré,,1970,\N,90,,false,"nm0210811,nm0594959",
1273,tt0065180,Viimne reliikvia,,1969,\N,86,,true,"nm0097106,nm0885409",
1278,tt0065416,Aradhana,,1969,\N,169,1808.0,true,"nm0080432,nm0659760",
1284,tt0065528,Catch-22,Catch-22,1970,\N,122,24567.0,true,"nm0375342,nm0377750",
1299,tt0065988,Little Big Man,Little Big Man,1970,\N,139,34408.0,true,"nm0074383,nm0932229",
1304,tt0066154,No Blade of Grass,No Blade of Grass,1970,\N,96,1729.0,false,"nm0286156,nm0664273,nm0160584",
1326,tt0066728,The Million Dollar Duck,The Million Dollar Duck,1971,\N,89,2271.0,false,"nm0450774,nm0737167",
1340,tt0066919,Lulu the Tool,,1971,\N,125,3247.0,true,"nm0677880,nm0685316",
1344,tt0066982,Demons of the Mind,,\N,1972,89,1530.0,false,"nm0926924,nm0324244",
1350,tt0067123,Gamera vs. Zigra,,1971,\N,87,,false,nm0847177,
1359,tt0067372,Macbeth,,1971,\N,140,13354.0,true,"nm0000591,nm0000636,nm0878985",
1393,tt0068240,Avanti!,,1972,\N,144,10122.0,true,"nm0853138,nm0000697,nm0224634",
1394,tt0068257,Bawarchi,Bawarchi,1972,\N,130,3936.0,true,"nm0802377,nm0611531,nm0347899",
1404,tt0068379,Ciao Manhattan,Ciao Manhattan,1972,\N,84,1074.0,false,"nm0658299,nm0918844,nm0152752,nm0918077,nm3223927",
1413,tt0068646,Thé Gớdfáthér,,1972,\N,175,1725806.0,true,"nm0701374,nm0000338",
1424,tt0068902,The Italian Connection,La mala ordina,1972,\N,95,2250.0,true,"nm0223964,nm0278326,nm0379387,nm0769391",
1464,tt0070061,Love & Anarchy,,1973,\N,124,2892.0,true,nm0921631,
1470,tt0070215,My Name Is Nobody,,1973,\N,116,26147.0,true,"nm0001466,nm0607694,nm0002759",
1484,tt0070537,Pigs,Daddy's Deadly Darling,1973,\N,80,1230.0,false,nm0492908,
1496,tt0070842,Turkish Delight,,\N,1973,108,10696.0,true,"nm0812121,nm0938512",
1541,tt0072820,Cooley High,,\N,1975,107,4623.0,true,nm0599088,
1543,tt0072869,The Devil's Rain,,1975,\N,86,4036.0,false,"nm0261440,nm0039219,nm0394328",
1557,tt0073043,The Giant Spider Invasion,,1975,\N,84,4115.0,false,"nm0400227,nm0247691",
1560,tt0073155,That Most Important Thing: Love,L'important c'est d'aimer,1975,\N,109,3769.0,true,"nm0290877,nm0958558",
1576,tt0073679,Special Section,,1975,\N,118,1254.0,true,"nm0002020,nm0783934,nm0898334",
1586,tt0074252,"Ugly, Dirty and Bad",,1976,\N,115,8222.0,true,"nm0531431,nm0778633",
1588,tt0074286,Carry on England,Carry on England,\N,1976,89,1957.0,false,"nm0700950,nm0781250",
1604,tt0074554,The Front,The Front,1976,\N,95,,true,nm0077159,
1609,tt0074599,Gús,,1976,\N,96,1852.0,false,"nm0450774,nm0022492,nm0625316",
1625,tt0074921,Most,Most,1969,\N,105,1086.0,true,"nm0326739,nm0495848",
1664,tt0076155,The Man Who Loved Women,L'homme qui aimait les femmes,1977,\N,120,6660.0,true,"nm0272749,nm0771535,nm0000076",
1671,tt0076312,Love Letters of a Portuguese Nun,,1977,\N,89,1089.0,false,"nm0017266,nm0226244,nm1363877",
1700,tt0077292,Crippled Avengers,Can que,1978,\N,104,2395.0,true,"nm0151653,nm0393250",
1714,tt0077660,Harper Valley P.T.A.,,1978,\N,93,1098.0,false,"nm0250006,nm0773710",
1720,tt0077745,Invasion of the Body Snatchers,,1978,\N,115,57581.0,true,"nm0725379,nm0278277",
1731,tt0078326,Straight Time,,1978,\N,114,8440.0,true,"nm0120483,nm0765091,nm0090151,nm0000520,nm0235683",
1734,tt0078418,Trishul,Trishul,1978,\N,167,2202.0,true,"nm0015287,nm0451311",
1735,tt0078435,Message from Space,Uchu kara no messeji,1978,\N,105,1370.0,false,"nm0297935,nm0411127,nm0559406,nm10732772",
1744,tt0078778,Ángéls' Brigádé,,1979,\N,97,1939.0,false,"nm0163990,nm0268770",
1767,tt0079450,Thé Légácy,The Legacy,1978,\N,102,2877.0,false,"nm0762727,nm0863352,nm0923932",
1785,tt0079944,Stalker,,1979,\N,162,128082.0,true,"nm0835297,nm0835298,nm0001789,nm0850493",
1798,tt0080439,The Taming of the Scoundrel,Il bisbetico domato,1980,\N,107,7780.0,true,"nm0144689,nm0595063,nm0000636",
1800,tt0080486,Devil Hunter,El caníbal,\N,1980,102,1347.0,false,"nm0261525,nm0001238",
1806,tt0080610,The Last Metro,,1980,\N,131,13637.0,true,"nm0000076,nm0771535,nm0344467",
1807,tt0080623,Hálf á Lớáf ớf Kúng Fú,,1978,\N,97,1809.0,false,"nm0000329,nm2601077",
1813,tt0080905,Fists of the White Lotus,Hong Wending san po bai lian jiao,1980,\N,95,1593.0,true,nm3270858,
1817,tt0080979,Kagemusha,,1980,\N,180,34545.0,true,"nm0406836,nm0000041",
1822,tt0081250,The Night of the Hunted,La nuit des traquées,1980,\N,87,1608.0,false,nm0210811,
1827,tt0081427,Ricomincio da tre,Ricomincio da tre,1981,\N,110,,true,"nm0667657,nm0873385",
1840,tt0082094,The Boogens,,1981,\N,95,2610.0,false,"nm0152539,nm0641714,nm0467942",
1855,tt0082350,An Eye for an Eye,An Eye for an Eye,1981,\N,106,3840.0,false,"nm0116145,nm0337008",
1904,tt0083254,Under the Rainbow,Under the Rainbow,1981,\N,98,2704.0,false,"nm0061808,nm1383755,nm0566588,nm0403794,nm0809252",
1906,tt0083271,Vabank,Vabank,1981,\N,108,4238.0,true,nm0532702,
1908,tt0083296,Visiting Hours,Visiting Hours,1982,\N,105,4095.0,false,nm0846532,
1928,tt0083922,Fanny and Alexander,,1982,\N,188,61602.0,true,nm0000005,
1950,tt0084504,The Pirate Movie,The Pirate Movie,\N,1982,105,4323.0,false,"nm0318275,nm0268110",
1960,tt0084652,The Seduction,The Seduction,\N,1982,104,1163.0,false,nm0227187,
1982,tt0085180,L'Argent,,1983,\N,85,9418.0,true,"nm0866243,nm0000975",
1988,tt0085327,Who Finds a Friend Finds a Treasure,Chi trova un amico trova un tesoro,1981,\N,108,11165.0,true,"nm0024589,nm0179281,nm0526876",
1994,tt0085387,D.C. Cáb,D.C. Cab,1983,\N,100,,false,"nm0136882,nm0001708",
1999,tt0085478,Educating Rita,Educating Rita,1983,\N,110,13621.0,true,nm0751516,
2033,tt0086197,The Right Stuff,The Right Stuff,1983,\N,193,59903.0,true,"nm0442241,nm0004366",
2043,tt0086345,Space Raiders,Space Raiders,1983,\N,84,,false,nm0169438,
2045,tt0086349,Spasms,,1983,\N,90,1085.0,false,"nm0258004,nm0296651,nm0555738,nm0597512",
2071,tt0086978,Blind Date,Blind Date,\N,1984,106,1908.0,false,"nm0557789,nm0675072",
2075,tt0086998,Breakin',,1984,\N,90,6248.0,false,"nm1075788,nm0213414,nm0768724",
2085,tt0087328,The Home and the World,Ghare-Baire,1984,\N,140,,true,"nm0006249,nm0007173",
2090,tt0087425,Hot Dog... The Movie,Hot Dog ...The Movie,1983,\N,96,3368.0,false,nm0555549,
2104,tt0087798,Night Train to Terror,Night Train to Terror,1985,\N,98,,false,nm0948634,
2116,tt0088074,Secret Honor,Secret Honor,1984,\N,90,2934.0,true,"nm0293105,nm0831735",
2128,tt0088333,Up the Creek,,1984,\N,96,3449.0,false,"nm0467942,nm0006486,nm0343630",
2136,tt0088763,Báck tớ thé Fútúré,Back to the Future,1985,\N,116,1127305.0,true,"nm0000709,nm0301826",
2143,tt0088939,The Color Purple,The Color Purple,1985,\N,154,83143.0,true,"nm0583675,nm0907504",
2160,tt0089371,Mr. Vampire,Geung see sin sang,1985,\N,96,3835.0,true,"nm0490605,nm1022277,nm0938944,nm0399065",
2181,tt0089800,The Feather Fairy,,1985,\N,90,1153.0,true,"nm1260545,nm0342278,nm0342303,nm0416036",
2208,tt0090660,Armed and Dangerous,,\N,1986,88,11241.0,false,"nm0004976,nm0000601,nm0005077,nm0868242",
2226,tt0091149,Thé Gréát Mớúsé Détéctivé,,1986,\N,74,47842.0,true,"nm0949954,nm0314788,nm0401362,nm0166256,nm0615780,nm0606407,nm0639965,nm0560329,nm0585150,nm0789873,nm0864547,nm0301810,nm0236279",
2254,tt0091671,From a Whisper to a Scream,,1987,\N,99,2353.0,false,"nm0003676,nm0779011,nm0123009,nm0540478",
2255,tt0091706,Out of Bounds,Out of Bounds,1986,\N,93,1576.0,false,nm0443249,
2257,tt0091777,Police Academy 3: Back in Training,Police Academy 3: Back in Training,1986,\N,83,44440.0,false,"nm0411477,nm0698493,nm0704164,nm0087904,nm0790775",
2288,tt0092608,Back to the Beach,,1987,\N,92,2918.0,false,"nm0464506,nm0636165,nm0456918,nm0471298,nm0576228,nm0859977,nm0750870",
2293,tt0092695,The Brave Little Toaster,The Brave Little Toaster,1987,\N,90,24998.0,true,"nm0228300,nm0715916,nm0710020,nm0568505",
2327,tt0093223,House of Games,House of Games,1987,\N,102,21895.0,true,"nm0000519,nm0441747",
2336,tt0093431,The Lonely Passion of Judith Hearne,The Lonely Passion of Judith Hearne,1987,\N,116,1036.0,true,"nm0600972,nm0625666",
2355,tt0093870,RoboCop,RoboCop,1987,\N,102,246467.0,true,"nm0627159,nm0591160",
2357,tt0093966,The Sicilian,,1987,\N,115,4931.0,false,"nm0701374,nm0787399,nm0000683",
2363,tt0094021,Thé Sqúéézé,,1987,\N,101,1161.0,false,nm0850044,
2364,tt0094027,Stand and Deliver,,1988,\N,103,19598.0,true,"nm0579466,nm0615556",
2388,tt0094701,Bad Dreams,,\N,1988,80,3816.0,false,"nm0281598,nm0225275,nm0678646,nm0954693,nm0211823",
2398,tt0094846,Cásúál Séx?,,1988,\N,97,4004.0,false,"nm0325924,nm0866083",
2399,tt0094850,Cellar Dweller,,\N,1987,77,2319.0,false,nm0238841,
2413,tt0095238,The Good Mother,,1988,\N,104,1667.0,false,"nm0097544,nm2911434",
2417,tt0095276,Hanussen,,1988,\N,140,1701.0,true,"nm0229569,nm1065414,nm0376992,nm0695881,nm0843640",
2434,tt0095665,Mr. North,Mr. North,1988,\N,93,1442.0,false,"nm0928642,nm0730027,nm0001379,nm0182689",
2437,tt0095715,Alice,Neco z Alenky,\N,1988,86,12391.0,true,"nm0140902,nm0840905",
2438,tt0095756,Not of This Earth,Not of This Earth,1988,\N,81,2420.0,false,"nm0731992,nm0691061,nm0341458,nm0360221",
2460,tt0096241,The Telephone,The Telephone,1988,\N,96,1021.0,false,"nm0632223,nm0816143",
2471,tt0096786,Alienator,,1990,\N,93,1569.0,false,nm0308602,
2474,tt0096894,"Bashu, the Little Stranger",,1989,\N,120,2759.0,true,nm0067323,
2475,tt0096908,A City of Sadness,Beiqing chengshi,1989,\N,157,4622.0,true,"nm0160883,nm0943150",
2486,tt0097257,Earth Girls Are Easy,,1988,\N,100,22758.0,false,"nm0113935,nm0168849,nm0573644",
2497,tt0097503,Hider in the House,Hider in the House,1989,\N,108,1581.0,false,nm0229644,
2507,tt0097636,The Jönsson Gang in Mallorca,Jönssonligan på Mallorca,1989,\N,101,3527.0,false,"nm0127119,nm0252473,nm0252484",
2517,tt0097870,Forever Mary,,1989,\N,102,1059.0,true,"nm0342099,nm0750048,nm0677758",
2524,tt0098022,Old Gringo,Old Gringo,1989,\N,119,,false,"nm0297391,nm0097548,nm0699933",
2551,tt0098649,Wickéd Stépmớthér,Wicked Stepmother,1989,\N,90,2122.0,false,nm0169540,
2558,tt0099172,Brácá pớ mátéri,Braca po materi,1988,\N,105,1181.0,true,"nm0705892,nm0815638",
2570,tt0099492,The Tenants,,1987,\N,109,2244.0,true,nm0576529,
2584,tt0099810,The Hunt for Red October,The Hunt for Red October,1990,\N,135,190578.0,true,"nm0002007,nm0272511,nm0829329,nm0787072",
2605,tt0100339,Patlabor: The Movie,,1989,\N,100,4892.0,true,"nm0411872,nm0951301",
2608,tt0100470,Journey of Hope,Reise der Hoffnung,1990,\N,105,2039.0,true,"nm0002699,nm0959890",
2609,tt0100475,Répớssésséd,,1990,\N,80,8604.0,false,nm0517514,
2623,tt0101256,976-Evil II,,1991,\N,93,1687.0,false,"nm0030129,nm2200753,nm0001338,nm0867670",
2633,tt0101492,Body Parts,Body Parts,1991,\N,88,4326.0,false,"nm0092267,nm0092268,nm0380977,nm0852675,nm0714599,nm0811138",
2636,tt0101526,Children of Nature,,1991,\N,82,1470.0,true,"nm0296144,nm0350270",
2641,tt0101649,Thalapathi,,1991,\N,157,,true,"nm0711745,nm1391608",
2645,tt0101701,Delirious,Delirious,1991,\N,96,8363.0,false,"nm0169549,nm0293391",
2664,tt0102351,Lucky Luke,,1991,\N,92,3887.0,false,"nm0606328,nm0331453,nm0384484,nm0767124",
2689,tt0103016,Switch,,\N,1991,103,,false,nm0001175,
2703,tt0103773,Basket Case 3,Basket Case 3,1991,\N,90,,false,"nm0376963,nm0552979",
2706,tt0103848,Blue Ice,,1992,\N,105,1618.0,false,"nm0020142,nm0404396",
2718,tt0104046,Daens,,\N,1992,138,4077.0,true,"nm0042684,nm0095468,nm0156686,nm0174659,nm0917917",
2727,tt0104409,Hellraiser III: Hell on Earth,Hellraiser III: Hell on Earth,1992,\N,97,29637.0,false,"nm0040643,nm0709752,nm0000850",
2739,tt0104759,Thé Lớst Wớrld,The Lost World,1992,\N,99,1154.0,false,"nm0236279,nm0456562,nm0869935",
2747,tt0104870,Mikey,Mikey,1992,\N,92,2593.0,false,nm0322106,
2765,tt0105395,Shootfighter: Fight to the Death,Shootfighter: Fight to the Death,1993,\N,100,1193.0,false,"nm0528720,nm1187854,nm0788094,nm0320180",
2767,tt0105477,Stop! Or My Mom Will Shoot,Stop! Or My Mom Will Shoot,1992,\N,87,41385.0,false,"nm0811414,nm0651758,nm0204030",
2779,tt0105792,Waxwork II: Lost in Time,Waxwork II: Lost in Time,1992,\N,104,4405.0,false,nm0382776,
2780,tt0105807,Whén thé Párty's Ớvér,When the Party's Over,1992,\N,114,1054.0,false,"nm0410045,nm0943633",
2784,tt0106185,The Innocent,The Innocent,1993,\N,119,1559.0,false,nm0568605,
2821,tt0107156,The Wedding Banquet,,1993,\N,106,14993.0,true,"nm0000487,nm0671824,nm0770005",
2837,tt0107611,Mr. Jones,Mr. Jones,1993,\N,114,7139.0,false,"nm0744839,nm0188165",
2849,tt0107927,The Real McCoy,The Real McCoy,1993,\N,105,8871.0,false,"nm0522857,nm0204030,nm0651758",
2858,tt0108186,Son in Law,,\N,1993,95,19663.0,false,"nm0166767,nm0573185,nm0006997,nm0046943,nm0806416,nm0770974",
2860,tt0108194,Sose halunk meg,,1993,\N,95,1783.0,true,"nm0464417,nm0639129",
2887,tt0109277,Sailor Moon S: The Movie - Hearts in Ice,,1994,\N,60,1959.0,true,"nm0847603,nm0866742",
2895,tt0109443,Clean Slate,Clean Slate,1994,\N,107,3873.0,false,nm0455207,
2920,tt0109958,"He's a Woman, She's a Man",Gam chi yuk yip,1994,\N,107,1052.0,true,"nm0151066,nm0002000,nm0401180,nm1040327,nm0156871,nm0354008,nm0950728",
2940,tt0110280,Révớlútiớnáry,Krantiveer,1994,\N,159,2032.0,true,nm0802143,
2947,tt0110361,Lisbon Story,Lisbon Story,1994,\N,100,4833.0,true,nm0000694,
2965,tt0110882,Before the Rain,,1994,\N,113,14587.0,true,nm0541391,
2974,tt0111161,The Shawshank Redemption,The Shawshank Redemption,1994,\N,142,2503641.0,true,"nm0000175,nm0001104",
2991,tt0112342,The Amazing Panda Adventure,,1995,\N,84,4089.0,false,"nm0928230,nm0020163,nm0745087,nm0253214",
3010,tt0112634,Carnosaur 2,Carnosaur 2,1995,\N,83,2048.0,false,nm0658373,
3016,tt0112767,Cyclo,,1995,\N,123,4995.0,true,nm0870841,
3023,tt0113049,Fermo posta Tinto Brass,,1995,\N,81,1517.0,false,"nm0000972,nm0342099,nm0515490",
3024,tt0113063,The Final Cut,,\N,1995,96,,false,"nm0508052,nm0408885",
3034,tt0113443,It's My Party,,1996,\N,110,2998.0,true,nm0459170,
3044,tt0113674,Live Nude Girls,,1995,\N,95,1841.0,false,nm0492087,
3052,tt0113808,Miami Rhapsody,Miami Rhapsody,1995,\N,95,3309.0,false,nm0291205,
3056,tt0113845,Money Train,Money Train,1995,\N,110,40354.0,false,"nm0724514,nm0521739",
3059,tt0113870,Murder in the First,,1995,\N,122,27861.0,true,nm0330108,
3068,tt0114193,Prớjéct: Métálbéást,,\N,1995,92,,false,"nm0208506,nm0754845,nm0826160",
3074,tt0114429,Shirli-myrli,Shirli-myrli,1995,\N,143,,true,"nm0579828,nm0608741,nm0760351",
3089,tt0114781,Under Siege 2: Dark Territory,Under Siege 2: Dark Territory,1995,\N,100,,false,"nm0368818,nm0716257,nm0493369",
3095,tt0114996,A Chinese Odyssey: Part 2 - Cinderella,,1995,\N,98,6989.0,true,"nm0311508,nm1063158",
3117,tt0115742,Boys,Boys,1996,\N,86,3644.0,false,"nm0168214,nm0759070",
3121,tt0115794,Bámbola,,1996,\N,92,,false,"nm0296658,nm0000940",
3123,tt0115836,Carpool,,1996,\N,89,4803.0,false,nm0722610,
3129,tt0116116,Dévil's Islánd,,1996,\N,99,,true,nm0477595,
3132,tt0116225,Escape from L.A.,,1996,\N,101,73011.0,false,"nm0000118,nm0145309,nm0384185,nm0000621",
3141,tt0116308,Fire,Fire,1996,\N,108,5941.0,true,nm0576548,
3142,tt0116311,First Kid,,1996,\N,101,10750.0,false,nm0445552,
3148,tt0116506,Hearts & Minds,,1995,\N,100,3321.0,false,"nm0956537,nm0787570",
3180,tt0117128,Mystery Science Theater 3000: The Movie,Mystery Science Theater 3000: The Movie,1996,\N,73,,true,"nm0625621,nm0064546,nm0540075,nm0614436,nm0670447,nm0152255,nm0427638,nm0388273,nm0175239",
3184,tt0117238,Ớmégá Dớớm,,1996,\N,84,3087.0,false,"nm0089502,nm0619547",
3194,tt0117477,Ridicule,,1996,\N,102,7489.0,true,"nm0913966,nm0275260,nm0895859",
3221,tt0118011,Premeditated Murder,Ubistvo s predumisljajem,1995,\N,94,1865.0,true,nm0783068,
3226,tt0118521,U2: Zoo TV Live from Sydney,U2: Zoo TV Live from Sydney,1994,\N,118,1068.0,true,nm1376373,
3228,tt0118541,8 Héáds in á Dúffél Bág,8 Heads in a Duffel Bag,1997,\N,95,10279.0,false,nm0776114,
3230,tt0118589,Glittér,Glitter,2001,\N,104,,false,"nm0921985,nm0486824",
3231,tt0118660,Auzaar,,1997,\N,127,1039.0,false,nm0451168,
3256,tt0119086,Excess Baggage,,1997,\N,101,,false,"nm0011206,nm0166074,nm0478588",
3264,tt0119177,Gattaca,Gattaca,1997,\N,106,292512.0,true,nm0629272,
3270,tt0119247,Half a Chance,1 chance sur 2,1998,\N,104,2598.0,false,"nm0223250,nm0296829,nm0496312",
3292,tt0119626,Martín (Hache),Martín (Hache),1997,\N,123,4178.0,true,"nm0034899,nm0754428",
3293,tt0119640,McHale's Navy,McHale's Navy,1997,\N,108,,false,"nm0185578,nm0741239",
3299,tt0119815,Four Days in September,,1997,\N,110,4854.0,true,"nm0300004,nm0785477",
3300,tt0119820,Ogifta par ...en film som skiljer sig,Ogifta par ...en film som skiljer sig,1997,\N,90,1277.0,false,nm0198059,
3310,tt0120036,Rosewood,Rosewood,1997,\N,140,,true,nm0201304,
3325,tt0120255,Thé Swéét Héréáftér,,1997,\N,112,34541.0,true,"nm0001930,nm0000382",
3332,tt0120472,Waco: The Rules of Engagement,,1997,\N,136,3509.0,true,"nm0311086,nm0317516,nm0574090,nm1074124",
3335,tt0120576,Dance with Me,Dance with Me,1998,\N,126,6324.0,false,nm0559985,
3336,tt0120577,54,54,1998,\N,93,32722.0,false,nm0160602,
3370,tt0122037,The Dead Pit,,1989,\N,95,,false,"nm0502577,nm0263518",
3388,tt0124770,Patlabor 2: The Movie,Kidô keisatsu patorebâ: The Movie 2,1993,\N,113,4011.0,true,nm0411872,
3399,tt0126886,Election,,1999,\N,103,,true,"nm0674909,nm0668247,nm0852591",
3407,tt0128232,Ghost Keeper,Ghostkeeper,1981,\N,89,1044.0,false,"nm0538601,nm0533881",
3409,tt0128442,Rớúndérs,,1998,\N,121,147567.0,true,"nm0505522,nm0002718",
3411,tt0128985,Chálti Ká Náám Gáádi,,1958,\N,173,1589.0,true,"nm0600793,nm0659760",
3438,tt0134614,The Girls,,1962,\N,98,3671.0,true,nm0066146,
3460,tt0139239,Go,,1999,\N,102,70324.0,true,nm0041864,
3469,tt0140448,Páthinárú Váyáthinilé,,1977,\N,139,1083.0,true,"nm0707300,nm6733953",
3475,tt0141824,The Inheritors,Die Siebtelbauern,1998,\N,95,1155.0,true,nm0752328,
3498,tt0145503,Sunshine,,1999,\N,181,14812.0,true,"nm0843640,nm0395262",
3500,tt0145547,Two Hands,Two Hands,1999,\N,103,12330.0,true,nm0429964,
3509,tt0149568,Áá Áb Láút Chálén,,1999,\N,177,1721.0,false,"nm0080432,nm0415514,nm1575438",
3517,tt0151691,My Námé Is Jớé,My Name Is Joe,1998,\N,105,8228.0,true,nm0491956,
3533,tt0156901,The Apple,,1998,\N,86,2339.0,true,"nm0538532,nm0538533",
3545,tt0160127,Chárlié's Ángéls,Charlie's Angels,2000,\N,98,183257.0,false,"nm0746598,nm0004412,nm0041864,nm0324578,nm0730850",
3547,tt0160298,Trippin',Trippin',1999,\N,94,1315.0,false,nm0362544,
3550,tt0162211,Deadly Instincts,,1997,\N,90,1173.0,false,nm0560135,
3553,tt0162866,The Emperor and the Assassin,Jing Ke ci Qin Wang,1998,\N,162,6144.0,true,"nm0155280,nm0911006",
