column0,tconst,primaryTitle,originalTitle,startYear,endYear,runtimeMinutes,numVotes,writers,directors
9687,tt8097306,Nobody's Fool,Nobody's Fool,2018,\N,110,7351.0,nm1347153,nm1347153
9743,tt8358220,After Midnight,,2019,\N,83,3531.0,nm1693690,"nm1651701,nm1693690"
9832,tt8856470,Pokémon: Mewtwo Strikes Back - Evolution,,\N,2019,98,5152.0,"nm0846969,nm0795575,nm2428690,nm6590161","nm1012102,nm4114096,nm0951197"
9854,tt8991264,Hớáxéd,Hoaxed,2019,\N,125,1302.0,\N,"nm4849888,nm1692070"
22,tt0014972,He Who Gets Slapped,He Who Gets Slapped,1924,\N,95,3654.0,"nm0028916,nm0933133,nm0803705,nm0014703",nm0803705
66,tt0018876,The Farmer's Wife,,1928,\N,100,2741.0,"nm0035199,nm0000033,nm0402855,nm0497961,nm0680914,nm0822627",nm0000033
111,tt0023775,Baby Face,,1933,\N,71,6775.0,"nm0548403,nm0778636,nm0953123",nm0337586
126,tt0024240,Lády fớr á Dáy,Lady for a Day,1933,\N,96,,"nm0728307,nm0750357",nm0001008
157,tt0027307,Mr. Thánk Yớú,,\N,1936,76,1063.0,"nm0442704,nm0793646",nm0793646
162,tt0027442,Chárlié Chán's Sécrét,Charlie Chan's Secret,\N,1936,72,1548.0,"nm0000252,nm0517567,nm0254754,nm0081788",nm0928781
183,tt0028356,These Three,,\N,1936,93,2627.0,nm0375484,nm0943758
236,tt0031514,Lé Jớúr Sé Lévé,Le jour se lève,1939,\N,93,7394.0,"nm0899254,nm0699535",nm0138893
444,tt0039689,Out of the Past,Out of the Past,\N,1947,97,35566.0,"nm0537784,nm0128906,nm0272045",nm0869664
465,tt0040613,Mr. Blandings Builds His Dream House,,1948,\N,94,11121.0,"nm0388233,nm0659085,nm0291035",nm0693281
534,tt0043456,The Day the Earth Stood Still,,1951,\N,92,80134.0,"nm0636002,nm0060915",nm0936404
676,tt0049207,Il ferroviere,,1956,\N,115,1177.0,"nm0316251,nm0314584,nm0898812",nm0314584
825,tt0053459,Eyes Without a Face,Les yeux sans visage,1960,\N,90,30230.0,"nm0715118,nm0092267,nm0092268,nm0767110,nm0309039",nm0290802
843,tt0053917,Home from the Hill,,1960,\N,150,3190.0,"nm0290809,nm0712419,nm0401968",nm0591486
873,tt0054389,Shoot the Piano Player,Tirez sur le pianiste,1960,\N,81,18707.0,"nm0328959,nm0000076,nm0610115",nm0000076
1079,tt0059817,Tokyo Olympiad,,1965,\N,170,1917.0,"nm0201196,nm0406728,nm0794221,nm0849479,nm0905271",nm0406728
1227,tt0063643,"Stay Away, Joe","Stay Away, Joe",\N,1968,102,1262.0,"nm0388629,nm0193718,nm0447944",nm0856715
1312,tt0066461,One Song a Day Takes Mischief Away,Tko pjeva zlo ne misli,1970,\N,85,,"nm0326500,nm0538072,nm0804820",nm0326500
1317,tt0066511,Many Wars Ago,,1970,\N,101,1601.0,"nm0346096,nm0478431,nm0742940,nm0527275",nm0742940
1450,tt0069729,The Arena,,1974,\N,90,1687.0,"nm0181019,nm0181020",nm0142587
1473,tt0070233,Ivan Vasilyevich Changes His Profession,Ivan Vasilevich menyaet professiyu,1973,\N,88,15970.0,"nm0119888,nm0049069,nm0301145",nm0301145
1474,tt0070239,Jesus Christ Superstar,Jesus Christ Superstar,1973,\N,106,26405.0,"nm0103905,nm0422484,nm0005358",nm0422484
1603,tt0074540,The Food of the Gods,,1976,\N,88,3944.0,"nm0920229,nm0330026",nm0330026
1645,tt0075704,Audrey Rose,Audrey Rose,1977,\N,113,5870.0,nm0208342,nm0936404
1677,tt0076591,"Race for Your Life, Charlie Brown",,1977,\N,76,3432.0,nm0776433,"nm0006837,nm0738736"
1689,tt0076933,The World's Greatest Lover,The World's Greatest Lover,1977,\N,89,2054.0,nm0000698,nm0000698
1693,tt0077210,Barracuda,Barracuda,1978,\N,98,1103.0,"nm0186988,nm0450122","nm0450122,nm0186988"
1880,tt0082763,Modern Problems,,1981,\N,93,5167.0,"nm0788553,nm0792624,nm0783334",nm0788553
1896,tt0083081,Silsila,Silsila,1981,\N,182,2712.0,"nm1768254,nm0007181,nm0765166,nm0788906",nm0007181
1915,tt0083618,Banzaï,,1983,\N,102,1592.0,"nm0956022,nm0436687,nm0264686",nm0956022
1954,tt0084589,The Return of Martin Guerre,,\N,1982,112,4331.0,"nm0140643,nm0507312,nm0897045,nm0954790",nm0897045
2005,tt0085622,The Grey Fox,The Grey Fox,1982,\N,92,2002.0,nm0402883,nm0097491
2326,tt0093215,Hớt Púrsúit,Hot Pursuit,1987,\N,93,3637.0,"nm0513974,nm0135830,nm0542539",nm0513974
2531,tt0098184,Réléntléss,,1989,\N,92,1537.0,nm0004675,nm0527350
2756,tt0105137,Piano Piano Kid,,1991,\N,81,1850.0,"nm0059633,nm1379736,nm0880928",nm0059633
2981,tt0111361,Tammy and the T-Rex,Tammy and the T-Rex,1994,\N,82,3875.0,"nm0706296,nm0110668",nm0706296
3091,tt0114814,The Usual Suspects,,\N,1995,106,1038523.0,nm0003160,nm0001741
3190,tt0117342,Pinocchio's Revenge,Pinocchio's Revenge,1996,\N,96,2124.0,nm0855107,nm0855107
3198,tt0117550,Sántá with Músclés,Santa with Muscles,1996,\N,97,8960.0,"nm0093965,nm0558001,nm0713244",nm0613981
3199,tt0117555,The Perfect Circle,Savrseni krug,1997,\N,110,2185.0,"nm0448632,nm0796710,nm0952429",nm0448632
3386,tt0123948,Cure,Cure,1997,\N,111,13676.0,nm0475905,nm0475905
3428,tt0131646,Wing Commander,,1999,\N,100,16675.0,"nm0730932,nm0238256",nm0730932
3454,tt0138393,The Decline of Western Civilization Part III,,1998,\N,86,1296.0,\N,nm0790715
3893,tt0245910,Cheap Smokes,Ftina tsigara,\N,2000,85,,"nm1956924,nm0361776",nm0361776
4032,tt0269856,Ritual,,\N,2000,128,,"nm0030417,nm0297858",nm0030417
4034,tt0270053,Vizớntélé,Vizontele,2001,\N,110,35543.0,nm0258784,"nm0814716,nm0258784"
4146,tt0291392,Nớvớ,Novo,2002,\N,98,2583.0,"nm0393394,nm0510816",nm0510816
4189,tt0301989,Visitors,,2003,\N,100,,nm0211193,nm0002207
4196,tt0303353,The Kid Stays in the Picture,,\N,2002,93,7280.0,"nm0263172,nm0605137","nm0123379,nm0605137"
4493,tt0368711,End of the Century,End of the Century,2003,\N,110,3727.0,\N,"nm1385244,nm1384989"
4600,tt0383995,Les clefs de bagnole,Les clefs de bagnole,2003,\N,90,1465.0,nm0046494,nm0046494
4632,tt0388242,Mariages!,Mariages!,2004,\N,100,,nm0346823,nm0346823
4659,tt0395173,Unconscious,Inconscientes,2004,\N,100,2105.0,"nm0361828,nm0649875,nm0670808",nm0649875
4667,tt0396690,Kisna: The Warrior Poet,,2005,\N,171,,"nm0080432,nm0223585,nm0007131,nm0323153",nm0007131
4701,tt0403407,Perfect Creature,,\N,2006,90,,nm0822101,nm0822101
4711,tt0405861,The Deal,The Deal,2005,\N,107,1865.0,nm1378989,nm0434838
4821,tt0424986,The Headmaster,El Nazer,2000,\N,120,,nm4887430,nm0032714
4950,tt0450450,The Italian,,2005,\N,90,3178.0,nm0738996,nm1550132
5012,tt0462395,Larry the Cable Guy: Health Inspector,,2006,\N,89,13134.0,"nm0077080,nm0007079",nm1401857
5080,tt0476603,The Three Investigators and the Secret of Skeleton Island,The Three Investigators and the Secret of Skeleton Island,2007,\N,91,1337.0,"nm1664770,nm1440551,nm0973380,nm0493857,nm0907370",nm1140801
5131,tt0485774,Heartstopper,Heartstopper,2006,\N,92,1308.0,"nm1150487,nm1284464",nm0444571
5220,tt0758762,Thé Lást Séntinél,The Last Sentinel,\N,2007,93,1725.0,nm0425364,nm0425364
5234,tt0765429,American Gangster,,2007,\N,157,,"nm0001873,nm0414893",nm0000631
5294,tt0803057,The Promotion,,2008,\N,86,18566.0,nm0175726,nm0175726
5486,tt0925130,Suryam,Suryam,2004,\N,150,1174.0,\N,nm1229151
5597,tt1013860,Dylan Dog: Dead of Night,,2010,\N,108,,"nm0232776,nm0649191,nm0778554",nm1083489
5618,tt1020978,Naqaab,Naqaab,2007,\N,115,,"nm1209132,nm2814611,nm1493975,nm0759785","nm0122217,nm0122216"
5795,tt10919132,Love Mocktail,,2020,\N,153,3077.0,nm9135703,nm9135703
5980,tt1159922,Chéérfúl Wéáthér fớr thé Wédding,,2012,\N,89,2304.0,"nm2876472,nm1852103,nm6206062",nm1852103
6339,tt1340838,Raaz: The Mystery Continues,Raaz: The Mystery Continues,2009,\N,151,3580.0,"nm2333804,nm3270567,nm2756464,nm1887138",nm1887138
6356,tt13462900,The Battle at Lake Changjin,Zhang jin hu,2021,\N,176,1340.0,"nm0399003,nm1847891","nm0155280,nm0482592,nm0007139,nm0399003,nm1252635,nm4782729"
6382,tt1366344,The Sitter,,2011,\N,81,69951.0,"nm2651299,nm0848966",nm0337773
6404,tt1379182,Dớgtớớth,Kynodontas,\N,2009,97,90694.0,"nm3328207,nm0487166",nm0487166
6414,tt1389137,We Bought a Zoo,,2011,\N,124,140194.0,"nm0112459,nm0001081,nm3349167",nm0001081
6520,tt1456660,Nớ Mán's Lánd,Wu ren qu,\N,2013,118,2293.0,"nm1928500,nm0795516,nm3488222",nm1928500
6735,tt16027122,Theeram,Theeram,2021,\N,144,2004.0,\N,nm13117714
6864,tt1686067,The Source,La source des femmes,2011,\N,135,3943.0,"nm0586123,nm0086912,nm0708084",nm0586123
7033,tt1822266,Mumbai Pune Mumbai,Mumbai Pune Mumbai,2010,\N,101,,"nm4276236,nm1331153",nm1331153
7142,tt1925518,The Protector 2,,2013,\N,104,6944.0,nm2636866,nm1272773
7257,tt2062969,Sister,L'enfant d'en haut,\N,2012,97,6618.0,"nm0413051,nm0576732,nm0851522",nm0576732
7397,tt2194724,Puella Magi Madoka Magica the Movie Part 2: Eternal,Gekijou-ban Mahou Shoujo Madoka*Magica: [Kouhen] Eien no monogatari,2012,\N,109,1419.0,nm3256781,"nm3578010,nm0793840"
7608,tt2396690,Barbie: The Princess & the Popstar,,2012,\N,86,1847.0,"nm0334671,nm1618217,nm1043325",nm0002923
7632,tt2415946,Oglum bak git,,2012,\N,97,1977.0,nm2334826,nm0149131
7755,tt2633076,Dig Two Graves,Dig Two Graves,\N,2014,85,3211.0,"nm4106259,nm5469372",nm4106259
7759,tt2650718,Matterhorn,,\N,2013,87,1819.0,nm1415463,nm1415463
7790,tt2737310,Mistákén fớr Strángérs,Mistaken for Strangers,2013,\N,75,4424.0,\N,nm2120645
7809,tt2795078,Gasland Part II,Gasland Part II,2013,\N,125,,nm1068198,nm1068198
8498,tt4246894,The Paradise Suite,,2015,\N,123,1655.0,nm1856835,nm1856835
8505,tt4264426,Bite,Bite,2015,\N,88,4871.0,"nm2029106,nm3884562",nm2029106
8571,tt4429194,Paris Can Wait,Bonjour Anne,2016,\N,92,8398.0,nm0178880,nm0178880
8651,tt4659056,The Day Will Come,Der kommer en dag,2016,\N,119,4415.0,nm0841003,nm0630861
8686,tt4742556,Accidentally Engaged,Accidental Engagement,2016,\N,86,2172.0,"nm3401440,nm3037403",nm1651446
8687,tt4743226,Air Strike,,\N,2018,120,4229.0,nm6786905,nm5684993
8703,tt4807950,Cherry Pop,,\N,2017,79,1467.0,nm3501514,nm4743469
8765,tt4971408,Await Further Instructions,,2018,\N,91,8253.0,nm4024930,nm0450699
8837,tt5160954,The 5th Kind,The 5th Kind,2017,\N,72,1776.0,"nm5411369,nm4474426",nm4474426
8874,tt5259822,Tesla,Tesla,\N,2020,102,8173.0,nm0021899,nm0021899
8889,tt5278596,Weiner,,2016,\N,96,10053.0,"nm4361978,nm0825748,nm1492515","nm4361978,nm0825748"
9067,tt5755606,Banjo,Banjo,2016,\N,137,1157.0,"nm2165634,nm6328030,nm7088709",nm2165634
9113,tt5870084,Beyond Brotherhood,Más que hermanos,2017,\N,110,1253.0,nm0070685,nm0070685
9480,tt7263040,Mark of the Devil,La Marca del Demonio,2020,\N,82,2171.0,"nm1515444,nm7548169",nm2681467
9603,tt7771454,Hallowed Ground,,2019,\N,117,,nm3969329,nm3969329
9604,tt7772582,Never Rarely Sometimes Always,Never Rarely Sometimes Always,2020,\N,101,24618.0,nm2151374,nm2151374
9605,tt7777196,Thackeray,Thackeray,2019,\N,120,3189.0,nm6754527,nm6754527
9720,tt8269248,Vakeel Saab,,2021,\N,153,11087.0,"nm1999473,nm2287772,nm1937760,nm4730668,nm9489621",nm4730668
9754,tt8385474,A Dog's Journey,,2019,\N,109,22611.0,"nm1240326,nm0585243,nm0285379,nm0938645",nm0541562
9767,tt8436026,A Fortunate Man,,2018,\N,162,5580.0,"nm2145370,nm0000806,nm0690703",nm0000806
9837,tt8887784,A Perfect Host,Adonis Complex,2019,\N,76,1669.0,"nm8440652,nm4150014",nm4150014
1585,tt0074235,Bound for Glory,Bound for Glory,1976,\N,147,4946.0,"nm0315205,nm0349313",nm0000797
3022,tt0113014,Fall Time,,1995,\N,88,1858.0,"nm0017500,nm0804043",nm0912557
4586,tt0382019,Eternal,,2004,\N,107,1401.0,"nm1459270,nm1460069","nm1460069,nm1459270"
5986,tt1161064,Super Capers: The Origins of Ed and the Missing Bullion,Super Capers: The Origins of Ed and the Missing Bullion,2009,\N,98,1115.0,nm2050708,nm2050708
6318,tt13281312,"Wrong Place, Wrong Time","Wrong Place, Wrong Time",\N,2021,85,1807.0,nm2691863,nm2691863
6726,tt1600429,Old 37,,2015,\N,84,1359.0,"nm3077075,nm3800714","nm0000647,nm3547479"
8033,tt3265262,"Pulp: A Film About Life, Death & Supermarkets","Pulp: A Film About Life, Death and Supermarkets",2014,\N,90,1677.0,"nm1006741,nm1406740,nm4078373",nm1406740
9069,tt5768992,The Academy of Magic,,2020,\N,86,2985.0,"nm0460146,nm0732480","nm0460146,nm0732480"
26,tt0015174,Die Nibelungen: Kriemhild's Revenge,,1924,\N,129,4341.0,nm0902376,nm0000485
1427,tt0068983,My Childhood,,\N,1972,46,1193.0,nm0234963,nm0234963
5522,tt0961117,Manufacturing Dissent,,2007,\N,97,2122.0,"nm1048918,nm1048448","nm1048918,nm1048448"
5645,tt10307724,Madame Claude,Madame Claude,2021,\N,112,3025.0,nm0894173,nm0894173
6842,tt1670269,The Chateau Meroux,,\N,2011,94,1237.0,nm3939975,nm1729108
120,tt0024028,Footlight Parade,Footlight Parade,1933,\N,104,5285.0,"nm0781719,nm0786827,nm0520501,nm0590361",nm0045800
405,tt0038650,It's a Wonderful Life,It's a Wonderful Life,1946,\N,130,427625.0,"nm0329304,nm0352443,nm0001008,nm0842485,nm0827821,nm0933858",nm0001008
2629,tt0101414,Beauty and the Beast,,\N,1991,84,431403.0,"nm0941314,nm0152312,nm0761498,nm0560329,nm0363125,nm0683724,nm0940849,nm0710020,nm0254085,nm0038432,nm0501729,nm0207305,nm3343855","nm0873779,nm0936374"
2725,tt0104350,The Best Intentions,Den goda viljan,1992,\N,180,3162.0,nm0000005,nm0000806
3854,tt0239102,Wild Flowers,Kytice,2000,\N,81,1353.0,"nm0258652,nm0534181,nm0102629,nm0395830",nm0102629
4261,tt0315632,Road,Road,2002,\N,134,1246.0,nm1186435,nm0611548
4560,tt0378417,Night of the Living Dorks,,2004,\N,89,2729.0,nm0227845,nm0227845
4792,tt0421054,Domino,,2005,\N,127,66212.0,"nm0446819,nm0052964",nm0001716
6241,tt12882620,Évil Éyé,Evil Eye,2020,\N,90,3375.0,nm7945190,"nm1472423,nm1918802"
6956,tt1756476,Dookudu,Dookudu,2011,\N,170,13122.0,"nm2022987,nm1626425,nm0893128",nm1626425
7472,tt2276778,Serial Teachers,,2013,\N,88,,"nm0553237,nm2059904,nm6317807,nm6317808",nm0553237
8695,tt4771932,The Happiest Day in the Life of Olli Maki,Hymyilevä mies,2016,\N,92,4421.0,"nm3123366,nm1908787",nm3123366
1802,tt0080515,A Change of Seasons,A Change of Seasons,1980,\N,102,1019.0,"nm0781777,nm0710388,nm0449499,nm0781780","nm0485889,nm0085457"
2620,tt0100911,"Wélcớmé Hớmé, Rớxy Cármicháél",,1990,\N,95,5349.0,nm0394212,nm0000720
6146,tt12397078,Littlé Big Wớmén,Gu wei,2020,\N,123,2044.0,"nm6188220,nm6475073",nm6475073
3618,tt0172761,Major Saab,Major Saab,1998,\N,165,2151.0,"nm0080327,nm0765454",nm0025627
4041,tt0270980,My Bớss's Dáúghtér,,2003,\N,86,29085.0,nm0233563,nm0001878
4324,tt0329717,Hollywood Homicide,Hollywood Homicide,2003,\N,116,,"nm1226736,nm0005421",nm0005421
5263,tt0783475,Gétting Hớmé,Luo ye gui gen,2007,\N,110,1685.0,"nm0911085,nm0955434",nm0955434
5876,tt11271990,Ali & the Queens,Ali & the Queens,2021,\N,100,1034.0,"nm2804902,nm5284051",nm2435022
7392,tt2193265,Welcome to the Jungle,Welcome to the Jungle,2013,\N,95,12973.0,nm4863564,nm0578446
8356,tt3903852,Vigilante Diaries,Vigilante Diaries,\N,2016,107,6661.0,"nm2341319,nm0806002",nm2341319
9705,tt8171974,Battle of the Classes,,2019,\N,103,1053.0,"nm1928581,nm1098171",nm1098171
656,tt0048579,Samurai II: Duel at Ichijoji Temple,Zoku Miyamoto Musashi: Ichijôji no kettô,1955,\N,104,6090.0,"nm0389921,nm0408348,nm0906725,nm0948982",nm0408348
1355,tt0067249,Inn ớf Évil,,1971,\N,121,,"nm0594511,nm0945491",nm0462030
1383,tt0067961,Wanda,,1970,\N,102,3955.0,nm0517056,nm0517056
2298,tt0092795,Créépớzớids,,1987,\N,72,2340.0,"nm0252071,nm0213983",nm0213983
4114,tt0285441,Atanarjuat: The Fast Runner,Atanarjuat,2001,\N,172,6537.0,"nm1075865,nm1075633,nm0994348,nm1245478,nm0704504",nm0994348
5376,tt0839995,Superman II: The Richard Donner Cut,Superman II: The Richard Donner Cut,1980,\N,116,15986.0,"nm0795975,nm0796950,nm0701374,nm0628058,nm0628174,nm0542539","nm0001149,nm0504513"
7941,tt3088580,Phantom,Phantom,2013,\N,76,1186.0,nm4717106,nm4717106
8458,tt4146622,Rampage: President Down,,\N,2016,99,,"nm0093051,nm0281956",nm0093051
9156,tt5998104,Aanandam,Aanandam,\N,2016,120,1885.0,nm4395136,nm4395136
9241,tt6275262,Vodka Diaries,Vodka Diaries,2018,\N,120,,"nm7434447,nm2170955,nm4489031,nm3962028",nm3962028
9396,tt6854672,Báttlé,,\N,2018,95,4053.0,"nm1058356,nm3206480",nm1030782
6926,tt1728976,Episode 50,,\N,2011,78,1862.0,"nm1976130,nm1468527,nm0717753","nm1468527,nm0717753"
7862,tt2920294,Cigarette Soup,,2017,\N,108,1221.0,nm1889143,nm1889143
9942,tt9430698,One Piece: Stampede,,2019,\N,101,5109.0,"nm1520917,nm2445201,nm1138389",nm2445201
436,tt0039628,Miracle on 34th Street,Miracle on 34th Street,1947,\N,96,45110.0,"nm0780833,nm0204016",nm0780833
1185,tt0062490,Whớ's Minding thé Mint?,Who's Minding the Mint?,1967,\N,97,1034.0,"nm0020918,nm0120152",nm0606593
1478,tt0070379,Mean Streets,Mean Streets,1973,\N,112,105717.0,"nm0000217,nm0552731",nm0000217
2857,tt0108176,Remote Control,Sódóma Reykjavík,1992,\N,78,1078.0,nm0433588,nm0433588
3088,tt0114746,12 Monkeys,Twelve Monkeys,1995,\N,129,599944.0,"nm0003408,nm0672459,nm0672466",nm0000416
3948,tt0253963,Yedi Bela Hüsnü,,1983,\N,84,,nm0882448,nm0047971
4469,tt0365109,Deep Blue,,2003,\N,83,2969.0,"nm11690916,nm0041003","nm1158188,nm0288144"
4911,tt0442781,Váráláárú,Varalaaru,2006,\N,166,3101.0,"nm1190372,nm0433893",nm0433893
5620,tt10228134,Jolt,,2021,\N,91,25475.0,nm10640839,nm0923330
6334,tt13382698,Trigger Point,Trigger Point,\N,2021,85,1858.0,nm0895995,nm0877427
7332,tt2125685,Mockingbird,,2014,\N,81,2377.0,"nm1052162,nm1322753",nm1052162
8669,tt4711924,Monolith,Monolith,2016,\N,83,1969.0,"nm2971852,nm5102494,nm1989547,nm1634767,nm2827922",nm1989547
727,tt0050706,Mon Oncle,Mon oncle,1958,\N,116,21340.0,"nm0481401,nm0478327,nm0004244",nm0004244
2018,tt0085935,Metalstorm: The Destruction of Jared-Syn,,1983,\N,84,1740.0,nm0012098,nm0023929
2600,tt0100196,Mountains of the Moon,Mountains of the Moon,1990,\N,136,,"nm0365938,nm0706182",nm0706182
3151,tt0116589,Hype!,,1996,\N,84,2622.0,\N,nm0695629
3552,tt0162830,Twin Falls Idaho,Twin Falls Idaho,1999,\N,111,5075.0,"nm0689185,nm0689187",nm0689187
3850,tt0238112,Captain Corelli's Mandolin,Captain Corelli's Mandolin,2001,\N,131,33883.0,"nm0806256,nm0207408",nm0006960
4075,tt0279112,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",,2001,\N,105,5897.0,"nm0367929,nm0437526,nm0948410",nm0437526
4805,tt0422774,Are We Done Yet?,Are We Done Yet?,2007,\N,92,20684.0,"nm0625026,nm1027958,nm1257282,nm0659085,nm0291035",nm0139867
3642,tt0178988,Whitébớyz,Whiteboyz,1999,\N,92,1866.0,"nm0067663,nm0387773,nm0505660,nm0833677",nm0505660
467,tt0040643,Night Has a Thousand Eyes,,1948,\N,81,1219.0,"nm0528530,nm0490206,nm0941280",nm0268513
9861,tt9008642,Notuku Potu,Notuku Potu,\N,2017,121,4423.0,\N,nm9615170
5714,tt10554232,Dara of Jasenovac,Dara iz Jasenovca,2020,\N,130,79950.0,nm3030564,nm0031342
5977,tt11580944,Séétimáárr,Seetimaarr,2021,\N,139,1030.0,nm4214524,nm4214524
6551,tt1485698,The Dark House,,2009,\N,105,4547.0,"nm0467219,nm1500530",nm1500530
8932,tt5457484,Cabin 28,Cabin 28,2017,\N,83,1096.0,nm4201099,nm2096009
9630,tt7897478,Damascus Under Fire,,2018,\N,113,2233.0,nm0368690,nm0368690
88,tt0022080,Limit,,1931,\N,114,,nm0670643,nm0670643
302,tt0034027,'Pimpernel' Smith,'Pimpernel' Smith,1941,\N,120,1533.0,"nm2568071,nm0928944,nm0344645,nm0675729,nm0198202,nm0649478",nm0001366
1978,tt0084921,Five Elements Ninjas,,1982,\N,107,,"nm0151653,nm0393250",nm0151653
2979,tt0111264,Spitfiré,Spitfire,\N,1995,95,,"nm0089502,nm0948818,nm0096920",nm0089502
3620,tt0173682,Sky High,,1985,\N,109,1259.0,"nm0319120,nm0557789,nm0675072,nm3572940",nm0557789
5753,tt1074214,The Six Wives of Henry Lefay,,2009,\N,95,3212.0,nm0332393,nm0332393
7114,tt1890375,Crawlspace,Crawlspace,2012,\N,86,3016.0,"nm1812267,nm1125745,nm3733407",nm1125745
8821,tt5117222,Notes on Blindness,Notes on Blindness,2016,\N,90,2081.0,"nm3730725,nm4519461","nm4519461,nm3730725"
688,tt0049516,The Mole People,The Mole People,1956,\N,77,3384.0,nm0351444,nm0900972
715,tt0050381,Hercules,,1958,\N,104,2022.0,"nm0722559,nm0290371,nm0208086,nm0292368,nm0408488,nm0769249",nm0290371
3961,tt0256408,Startup.com,,2001,\N,107,3386.0,\N,"nm0373698,nm0636675"
6050,tt11881160,Gáiá,,2021,\N,96,3788.0,nm7105982,nm9218697
6586,tt1509732,Aisha,Aisha,2010,\N,126,4088.0,"nm0000807,nm0080157,nm3128158,nm2286188",nm1126979
7580,tt2375559,1: Nenokkadine,1 - Nenokkadine,2014,\N,170,44499.0,"nm4603719,nm4601184,nm4603688,nm11167722,nm7709337",nm1335875
9482,tt7282278,Long Lost,Long Lost,2018,\N,94,1081.0,"nm4620395,nm4933163,nm6441070",nm4620395
9812,tt8739582,Almost Love,Sell By,2019,\N,94,1008.0,nm0236451,nm0236451
886,tt0054734,The Counterfeiters of Paris,,\N,1961,98,1221.0,"nm0002192,nm0335093,nm0800631",nm0335093
1213,tt0063278,Márkétá Lázárớvá,Marketa Lazarová,1967,\N,162,5038.0,"nm0667714,nm0888595,nm0900712",nm0900712
1788,tt0080009,Tess,Tess,1979,\N,186,16228.0,"nm0102722,nm0000591,nm0115224,nm0362762",nm0000591
2101,tt0087731,Give the Devil His Due,S certy nejsou zerty,1985,\N,95,1111.0,"nm0433105,nm0090477,nm0625846,nm0970225",nm0090477
2523,tt0097958,National Lampoon's Christmas Vacation,,1989,\N,97,172048.0,nm0000455,nm0154819
2573,tt0099587,Flight of the Intruder,Flight of the Intruder,1991,\N,115,6873.0,"nm0177805,nm0226889,nm0787072",nm0587518
2744,tt0104804,Man Trouble,Man Trouble,\N,1992,100,,nm0247628,nm0706182
3098,tt0115042,Zamaana Deewana,,1995,\N,162,1985.0,"nm0080327,nm0796503",nm0802693
6058,tt1190910,The Beacon,The Beacon,2009,\N,94,1061.0,nm0831370,nm0831370
3373,tt0122670,"Jáck ớf Áll Trádés, Mástér ớf Nớné",Polytehnitis kai erimospitis,1963,\N,80,1104.0,"nm0316225,nm0757157",nm0757157
9326,tt6576556,The Silent Revolution,Das schweigende Klassenzimmer,2018,\N,111,4869.0,"nm8809277,nm0470081",nm0470081
4344,tt0334754,Yossi & Jagger,,\N,2002,65,7097.0,nm1250701,nm0297202
5912,tt1135500,Homecoming,Homecoming,2009,\N,91,4307.0,nm1441354,nm0293533
3058,tt0113855,Mortal Kombat,,\N,1995,101,115334.0,"nm0095460,nm0864880,nm0238256",nm0027271
3791,tt0217086,Devil in the Flesh 2,,2000,\N,92,1383.0,nm0104631,nm0818542
4966,tt0453453,Beer League,Beer League,2006,\N,86,,"nm0780980,nm0005119",nm0780980
4982,tt0455960,The Hitcher,,2007,\N,84,42360.0,"nm0714599,nm0908411,nm0077171",nm0583515
6346,tt1343046,Détéctivé Cớnán: Thé Rávén Chásér,Meitantei Conan: Shikkoku no chaser,2009,\N,107,1727.0,"nm1108327,nm2557097",nm0945506
6455,tt1411704,Hop,,2011,\N,95,33151.0,"nm0666791,nm0202425,nm0528244",nm0384722
6831,tt1666185,All Eyez on Me,All Eyez on Me,2017,\N,139,22460.0,"nm0353183,nm0327659,nm1691003",nm1534600
6908,tt1720254,Thank You,,2011,\N,125,5656.0,"nm3217969,nm1178114,nm1934305,nm0063357,nm3814301,nm2333804,nm3262915",nm0063357
6923,tt1727824,Bớhémián Rhápsớdy,,2018,\N,134,497377.0,"nm0565026,nm0604948",nm0001741
7144,tt1927077,Léttérs tớ Sántá,,2011,\N,110,4296.0,"nm1547821,nm4748700,nm8472096",nm1840911
7290,tt2084093,Ashley,,2013,\N,93,1061.0,nm3894671,nm1324090
8272,tt3725026,Kanchana 2,Kanchana 2,2015,\N,166,1613.0,nm0706485,nm0706485
9130,tt5919756,Disáppéáráncé át Cliftớn Hill,,2019,\N,100,2515.0,"nm6475354,nm2024774",nm2024774
9759,tt8399690,Anthropocene: The Human Epoch,Anthropocene: The Human Epoch,2018,\N,87,1726.0,nm0047028,"nm0047028,nm2344305,nm0671640"
1250,tt0064387,Goyokin,,1969,\N,124,2299.0,"nm0850812,nm0331471",nm0331471
1275,tt0065233,"Go, Go, Second Time Virgin",Yuke yuke nidome no shojo,1969,\N,65,2482.0,"nm0010395,nm0464678",nm0906709
1760,tt0079193,The Garage,,1980,\N,96,3654.0,"nm0103932,nm0752922",nm0752922
1774,tt0079619,A Few Days from the Life of I.I. Oblomov,Neskolko dney iz zhizni I.I. Oblomova,1980,\N,140,2258.0,"nm0010383,nm0327199,nm0586482",nm0586482
1821,tt0081248,Búriál Grớúnd: Thé Nights ớf Térrớr,Le notti del terrore,1981,\N,85,,nm0716701,nm0080580
2358,tt0093978,Á Chinésé Ghớst Stớry,,1987,\N,98,9577.0,"nm0699700,nm0950699",nm0155642
2303,tt0092848,Deadly Prey,,1987,\N,88,2946.0,nm0697935,nm0697935
